STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BLR,Belarus,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2014,,384.0415,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2008,,5608,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2007,,5492.9,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2006,,5310.9,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2005,,5113.7,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2004,,4964.1,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2003,,4802.3,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2002,,4647.1,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2001,,4514.7,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2000,,4520.3,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,8177.45,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,8121.99,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,7228.65,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,7197.35,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2014,,6811.71,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2011,,6142.4,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2010,,5935.7,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,37407.02,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1999,,30612,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1998,,30449,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1997,,29677,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1996,,28950,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1995,,28253,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1993,,27757,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1992,,27000,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1989,,26220,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,37379.89,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,37357.2,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,36890.63,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,34344,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2014,,34260,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2013,,34176,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2012,,34484,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2011,,34790,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2010,,34609,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2009,,34426,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2008,,34501,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2007,,34577,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2006,,33962,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2005,,33347,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2004,,32444,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2003,,31400,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2002,,32684,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2001,,32198,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2000,,31232,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,36605.5,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,FRA,France,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,38272.35,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2013,,352.6946,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1993,,519.8166,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1992,,626.5435,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1991,,777.6707,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1990,,714.8732,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1989,,670.868,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1988,,633.0386,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1987,,587.8257,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1985,,514.4882,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2012,,356.1963,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2011,,357.6733,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2010,,362.089,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2009,,376.8367,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2008,,387.445,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2007,,377.4574,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2006,,368.0559,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2005,,366.6112,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2004,,379.5974,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2003,,386.6778,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2002,,382.292,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2001,,373.6972,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2000,,360.5739,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1999,,357.149,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1998,,351.5668,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1997,,380.4209,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1996,,400.2796,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1995,,386.712,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1994,,475.1875,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2021,,438.5941,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2020,,434.9203,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2019,,408.6928,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2018,,396.4893,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2017,,380.1196,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2016,,383.2066,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2015,,366.6573,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2016,,753.6393,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1996,,630.2183,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1995,,624.4742,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1994,,545.587,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1993,,514.1485,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1990,,471.534,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1985,,473.9293,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1980,,416.0935,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1975,,424.2238,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2015,,421.438,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2014,,423.4493,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2013,,495.6447,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2012,,476.6294,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2011,,485.1518,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,NOR,Norway,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2010,,469.3969,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
