STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2001,,419.7151,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2000,,411.538,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1999,,396.22,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1998,,380.7656,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2021,,509.1598,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2020,,498.6502,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2019,,523.5401,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,4041.542,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2001,,4603,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2000,,4552,,B,Time series break,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1999,,4943,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1998,,4976,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1997,,5016,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1996,,4834,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1995,,4752,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1990,,5500,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,3930.999,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,3780,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,3729,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,3768,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,3721,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,3712,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2014,,3795,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2013,,3738,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2012,,3988,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2011,,3809,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2010,,4033,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2009,,4312,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2008,,4553,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2007,,4593.5,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2006,,4711,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2005,,4646,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2004,,4591.6,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2003,,4700,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2002,,4646,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,3085.652,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1999,,2168,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1998,,2056.7,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1997,,2000,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1996,,1898,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1995,,1848.2,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1984,,1100,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1980,,640,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1975,,555,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,2912.353,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,2768.043,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,2763.167,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,2619.02,,B,Time series break,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2014,,2619.02,,B,Time series break,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2013,,2692.5,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2012,,2692.5,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2011,,2823,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2010,,2846,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2009,,2952.98,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2008,,3224.28,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2007,,3397.7,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2006,,3384.6,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2005,,3040.7,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2004,,3000.6,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2003,,2917.9,,B,Time series break,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2002,,2720.4,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2001,,2704,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2000,,2278.7,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,286769,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1997,,265519,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1996,,255338,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1995,,246055,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1994,,241788,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1993,,239814,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1992,,235592,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1991,,232585,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1990,,229084,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,284717,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,274200,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2014,,272008,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2013,,270974,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2012,,273396,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2011,,278379,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2010,,278809,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2009,,280283,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2008,,281981,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2007,,284853,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2006,,281905,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2005,,278924,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2004,,275332,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2003,,276089,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2002,,280038,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2001,,277195,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2000,,277485,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1999,,271695,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,1998,,267798,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,290057,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,302997,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,297033,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,OECDE,OECD Europe,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,290266,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,2018,,413.8397,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,MUNICIPAL,Total waste generated,KG_PS,Kilogrammes per person,1998,,258.9565,,A,Normal value,,,,,,,0,Units,1,One,,,,,,
